"","time_interval","time_frame","dataset_name","b","X","N","lm_intercept","lm_slope"
"b4100","monthly","2014-9-","android",-0.674817737570042,35,525,2.5243011244931,-0.702015591536028
"b4101","monthly","2014-9-","android",-0.672241711305114,36,525,2.53732943883318,-0.700069471136083
"b4102","monthly","2014-9-","android",-0.669635646519324,37,525,2.54913637946941,-0.697997490780387
"b4103","monthly","2014-9-","android",-0.66699550306483,38,525,2.56055591272817,-0.695966061416234
"b4104","monthly","2014-9-","android",-0.664371345603593,39,525,2.57175891347049,-0.694021601439661
"b4105","monthly","2014-9-","android",-0.661775878424301,40,525,2.58242654916372,-0.692086156233203
"b4106","monthly","2014-9-","android",-0.659352429660545,41,525,2.59275808852064,-0.690228132714586
"b4107","monthly","2014-9-","android",-0.657032006085287,42,525,2.60132653408369,-0.688126300345489
"b4108","monthly","2014-9-","android",-0.654667818999004,43,525,2.61057669511237,-0.686255680281732
"b4109","monthly","2014-9-","android",-0.652389408389962,44,525,2.61876822817002,-0.684279611501839
"b4110","monthly","2014-9-","android",-0.650045657733558,45,525,2.62661888097799,-0.682311083513479
"b4111","monthly","2014-9-","android",-0.647778557091216,46,525,2.63403832194338,-0.680359358927122
"b4112","monthly","2014-9-","android",-0.645514436185462,47,525,2.64104106731159,-0.678407606432429
"b4113","monthly","2014-9-","android",-0.643168600087685,48,525,2.64678154011427,-0.676262187367005
"b4114","monthly","2014-9-","android",-0.640853480270504,49,525,2.65418798946197,-0.674548626720014
"b4115","monthly","2014-9-","android",-0.638585659603265,50,525,2.66075022361755,-0.672745603654962
"b4116","monthly","2015-10","android",-0.800757451758352,2,914,0.432318817167974,-0.762608488556425
"b4117","monthly","2015-10","android",-0.786035052234929,3,914,0.787092752986846,-0.76241016590243
"b4118","monthly","2015-10","android",-0.772734983116346,4,914,1.0469723085511,-0.76469658950225
"b4119","monthly","2015-10","android",-0.762125891349851,5,914,1.24675711767154,-0.766571946769978
"b4120","monthly","2015-10","android",-0.752995417991174,6,914,1.41050005214785,-0.768516276163131
"b4121","monthly","2015-10","android",-0.745747599747726,7,914,1.54168031382862,-0.768800315025789
"b4122","monthly","2015-10","android",-0.739352197498175,8,914,1.65327876246836,-0.768764529663056
"b4123","monthly","2015-10","android",-0.733959730527173,9,914,1.74884764673224,-0.768291689772608
"b4124","monthly","2015-10","android",-0.729353070029393,10,914,1.83459154089039,-0.76806793371101
"b4125","monthly","2015-10","android",-0.725178235280831,11,914,1.91120890486982,-0.767655330339176
"b4126","monthly","2015-10","android",-0.721445405461452,12,914,1.98053807860493,-0.767218327773129
"b4127","monthly","2015-10","android",-0.718387882741432,13,914,2.03683320273981,-0.765319683772636
"b4128","monthly","2015-10","android",-0.715403907905549,14,914,2.08706345675094,-0.763165810082666
"b4129","monthly","2015-10","android",-0.712439353339013,15,914,2.13534339270665,-0.761509175818197
"b4130","monthly","2015-10","android",-0.709701669938713,16,914,2.18136557981897,-0.760225049961951
"b4131","monthly","2015-10","android",-0.707198288911958,17,914,2.22242802759934,-0.758608530199829
"b4132","monthly","2015-10","android",-0.704766620431081,18,914,2.26177645805014,-0.757234887612412
"b4133","monthly","2015-10","android",-0.702503946093847,19,914,2.29852352956778,-0.755885011270364
"b4134","monthly","2015-10","android",-0.700366269346989,20,914,2.33280594006443,-0.754520686903627
"b4135","monthly","2015-10","android",-0.698377216933881,21,914,2.36457259706648,-0.753059146903643
"b4136","monthly","2015-10","android",-0.696432004363884,22,914,2.39355087686476,-0.751404898595491
"b4137","monthly","2015-10","android",-0.694512185126419,23,914,2.42047295215671,-0.74967694797396
"b4138","monthly","2015-10","android",-0.692514788153375,24,914,2.44592078027843,-0.74793424641244
"b4139","monthly","2015-10","android",-0.690556494761119,25,914,2.46921785258583,-0.746058921935844
"b4140","monthly","2015-10","android",-0.688577205596679,26,914,2.49202810259038,-0.744333937753854
"b4141","monthly","2015-10","android",-0.686679383532595,27,914,2.51291489850836,-0.742480148433577
"b4142","monthly","2015-10","android",-0.684816856551719,28,914,2.5322437382658,-0.740542425723122
"b4143","monthly","2015-10","android",-0.68307727858185,29,914,2.55225914761555,-0.739011730435073
"b4144","monthly","2015-10","android",-0.681238181643134,30,914,2.57203305647857,-0.737610481753557
"b4145","monthly","2015-10","android",-0.679465789555128,31,914,2.58988782103907,-0.736012786591904
"b4146","monthly","2015-10","android",-0.677710949918515,32,914,2.60800963601323,-0.734653051659045
"b4147","monthly","2015-10","android",-0.675943010037172,33,914,2.62483684331804,-0.73318379818779
"b4148","monthly","2015-10","android",-0.674220645050452,34,914,2.64076405665117,-0.731688581398852
"b4149","monthly","2015-10","android",-0.672484298734814,35,914,2.65519206406299,-0.730023727974416
"b4150","monthly","2015-10","android",-0.670790948060326,36,914,2.67046397582569,-0.728684632823955
"b4151","monthly","2015-10","android",-0.66913897687615,37,914,2.68476177321163,-0.727282689406851
"b4152","monthly","2015-10","android",-0.667475469567068,38,914,2.69860755308616,-0.72590961602775
"b4153","monthly","2015-10","android",-0.665864892428001,39,914,2.71244578072221,-0.724662624083289
"b4154","monthly","2015-10","android",-0.664302638496401,40,914,2.72555963198948,-0.723382586527134
"b4155","monthly","2015-10","android",-0.662834853985485,41,914,2.73799572672029,-0.722084716362912
"b4156","monthly","2015-10","android",-0.661408491655784,42,914,2.74780059176237,-0.720346044597928
"b4157","monthly","2015-10","android",-0.659917017174928,43,914,2.7576288806271,-0.718695368110678
"b4158","monthly","2015-10","android",-0.658466928882784,44,914,2.76719776728029,-0.717094167678299
"b4159","monthly","2015-10","android",-0.656947905668996,45,914,2.77634160813178,-0.715475298283083
"b4160","monthly","2015-10","android",-0.655479612319512,46,914,2.78419792446111,-0.713686611385462
"b4161","monthly","2015-10","android",-0.65395841003141,47,914,2.79180197026864,-0.711917060776443
"b4162","monthly","2015-10","android",-0.652398239851221,48,914,2.79928220091838,-0.710192687262141
"b4163","monthly","2015-10","android",-0.650778589529877,49,914,2.80655115332498,-0.708487582977506
"b4164","monthly","2015-10","android",-0.649135557433043,50,914,2.81267745744495,-0.70661278719984
"b4165","monthly","2015-11","android",-0.781024727281725,2,771,0.691695612021131,-0.833753523127326
"b4166","monthly","2015-11","android",-0.770509641706838,3,771,1.03067231477474,-0.828043586232532
"b4167","monthly","2015-11","android",-0.761058300238854,4,771,1.27076504483875,-0.82454892585072
"b4168","monthly","2015-11","android",-0.75423640815773,5,771,1.45145420302152,-0.821096544337117
"b4169","monthly","2015-11","android",-0.748087731075534,6,771,1.59548673461407,-0.817721228349738
"b4170","monthly","2015-11","android",-0.742126503248599,7,771,1.71984640114434,-0.815487651173215
"b4171","monthly","2015-11","android",-0.737188931785076,8,771,1.82353107048117,-0.812844147817219
"b4172","monthly","2015-11","android",-0.732869629253252,9,771,1.9145064143621,-0.810608343355902
"b4173","monthly","2015-11","android",-0.728875891022887,10,771,1.99447088516762,-0.80831695435322
"b4174","monthly","2015-11","android",-0.725276557033798,11,771,2.05903038072454,-0.80462971716358
"b4175","monthly","2015-11","android",-0.721856643271913,12,771,2.11727592789616,-0.801208542793246
"b4176","monthly","2015-11","android",-0.718576836512986,13,771,2.17051673809516,-0.798037438457177
"b4177","monthly","2015-11","android",-0.715438338531883,14,771,2.21928815698294,-0.795061357890887
"b4178","monthly","2015-11","android",-0.712389727284887,15,771,2.26501831228589,-0.792424626092381
"b4179","monthly","2015-11","android",-0.709394764972657,16,771,2.31064160125708,-0.790638186143859
"b4180","monthly","2015-11","android",-0.706721414323307,17,771,2.35057375961268,-0.788424523200446
"b4181","monthly","2015-11","android",-0.704192770264188,18,771,2.38635116212344,-0.785967405104124
"b4182","monthly","2015-11","android",-0.701720748114269,19,771,2.41902130406352,-0.78342514446659
"b4183","monthly","2015-11","android",-0.699200075154865,20,771,2.45014805222315,-0.781042804477233
"b4184","monthly","2015-11","android",-0.696734483233329,21,771,2.47892578711262,-0.778627924807465
"b4185","monthly","2015-11","android",-0.694377123485303,22,771,2.50426440465686,-0.77592750948261
"b4186","monthly","2015-11","android",-0.691950692378079,23,771,2.52883377848459,-0.773414012305599
"b4187","monthly","2015-11","android",-0.68965071549031,24,771,2.55260318647345,-0.771109510103318
"b4188","monthly","2015-11","android",-0.687338527973394,25,771,2.57457865276494,-0.768725059888957
"b4189","monthly","2015-11","android",-0.685052084629034,26,771,2.59502862477498,-0.766308983500516
"b4190","monthly","2015-11","android",-0.682784042917217,27,771,2.61451541404697,-0.763959457231966
"b4191","monthly","2015-11","android",-0.680470026277685,28,771,2.6330791175778,-0.761657954644523
"b4192","monthly","2015-11","android",-0.678140183200151,29,771,2.65078568465607,-0.759401113776402
"b4193","monthly","2015-11","android",-0.675984954503574,30,771,2.66722371644155,-0.757139703319215
"b4194","monthly","2015-11","android",-0.673794998259735,31,771,2.68340332888799,-0.755024204818434
"b4195","monthly","2015-11","android",-0.671636081342707,32,771,2.69996817829316,-0.75318530807415
"b4196","monthly","2015-11","android",-0.669576179833236,33,771,2.71643870298573,-0.7515256813388
"b4197","monthly","2015-11","android",-0.667634641576733,34,771,2.73181781901204,-0.749836016245746
"b4198","monthly","2015-11","android",-0.665664932058885,35,771,2.74507745195374,-0.747840874803396
"b4199","monthly","2015-11","android",-0.663665136672061,36,771,2.75880009472777,-0.746078664501667
"b4200","monthly","2015-11","android",-0.661748407124788,37,771,2.77234007482354,-0.74443232512705
"b4201","monthly","2015-11","android",-0.65978948862043,38,771,2.78553640765174,-0.742834045473515
"b4202","monthly","2015-11","android",-0.657817604767716,39,771,2.79821218129181,-0.741243872291064
"b4203","monthly","2015-11","android",-0.655947793165481,40,771,2.80931011582497,-0.73946130438302
"b4204","monthly","2015-11","android",-0.654148759495225,41,771,2.81980583677926,-0.737681205708554
"b4205","monthly","2015-11","android",-0.652301516974458,42,771,2.83048083089071,-0.73603363050131
"b4206","monthly","2015-11","android",-0.650450348821519,43,771,2.84152199246427,-0.734565326411392
"b4207","monthly","2015-11","android",-0.648657845543989,44,771,2.85114936502221,-0.732909995027904
"b4208","monthly","2015-11","android",-0.64686206616611,45,771,2.86097577026787,-0.731382663290489
"b4209","monthly","2015-11","android",-0.645106949793742,46,771,2.87072220105613,-0.729929602168109
"b4210","monthly","2015-11","android",-0.643386044598098,47,771,2.88023049623465,-0.728510887023943
"b4211","monthly","2015-11","android",-0.641703069283381,48,771,2.88906848786402,-0.727042815989053
"b4212","monthly","2015-11","android",-0.640068943974885,49,771,2.89771408451135,-0.725615199742772
"b4213","monthly","2015-11","android",-0.638462416271728,50,771,2.90497003446852,-0.723974502733196
"b4214","monthly","2015-12","android",-0.793209727322424,2,827,0.631944303620159,-0.820715052588661
"b4215","monthly","2015-12","android",-0.782138238539386,3,827,0.977440695005791,-0.817601458842653
"b4216","monthly","2015-12","android",-0.773442305034813,4,827,1.21339931314899,-0.813618722167319
"b4217","monthly","2015-12","android",-0.765639895884721,5,827,1.3958737020066,-0.810633290808895
"b4218","monthly","2015-12","android",-0.759140700829775,6,827,1.54813104797555,-0.809330757187868
"b4219","monthly","2015-12","android",-0.753392518765027,7,827,1.67557191462132,-0.808195661109042
"b4220","monthly","2015-12","android",-0.748356436578502,8,827,1.78429038344306,-0.806970280098236
"b4221","monthly","2015-12","android",-0.743914913152306,9,827,1.87857263749993,-0.805651986720227
"b4222","monthly","2015-12","android",-0.739978964059854,10,827,1.95958519209374,-0.803874806364663
"b4223","monthly","2015-12","android",-0.736557549669977,11,827,2.03047645546755,-0.801833298554417
"b4224","monthly","2015-12","android",-0.733120857855833,12,827,2.09516665078529,-0.799960124109114
"b4225","monthly","2015-12","android",-0.729860425586306,13,827,2.1552748961973,-0.798423270097601
"b4226","monthly","2015-12","android",-0.726719032178081,14,827,2.20908134238496,-0.796643414629191
"b4227","monthly","2015-12","android",-0.723664848079593,15,827,2.25928681918253,-0.795045226652489
"b4228","monthly","2015-12","android",-0.720800798137203,16,827,2.30443221481883,-0.793208591207885
"b4229","monthly","2015-12","android",-0.717963826060624,17,827,2.34788692444808,-0.791716746802521
"b4230","monthly","2015-12","android",-0.715153111632352,18,827,2.39062023524986,-0.790737029506751
"b4231","monthly","2015-12","android",-0.712452471642664,19,827,2.43211242823061,-0.790067665550033
"b4232","monthly","2015-12","android",-0.709905451675916,20,827,2.46873884008813,-0.788859265283047
"b4233","monthly","2015-12","android",-0.707467190841371,21,827,2.50159095425387,-0.787294483583012
"b4234","monthly","2015-12","android",-0.705162339683206,22,827,2.53256077219698,-0.785765937337873
"b4235","monthly","2015-12","android",-0.70299913316485,23,827,2.56268298081369,-0.784475951426614
"b4236","monthly","2015-12","android",-0.700871125223719,24,827,2.59009861963972,-0.782956748929043
"b4237","monthly","2015-12","android",-0.698768599691339,25,827,2.61514860527612,-0.781235584627262
"b4238","monthly","2015-12","android",-0.696622967376863,26,827,2.64060093750662,-0.779874090987105
"b4239","monthly","2015-12","android",-0.694601793304741,27,827,2.66395752254138,-0.778356908448601
"b4240","monthly","2015-12","android",-0.69265154842924,28,827,2.68622150172259,-0.77687357558191
"b4241","monthly","2015-12","android",-0.690612002123062,29,827,2.70771707495196,-0.775422993994369
"b4242","monthly","2015-12","android",-0.688660877418263,30,827,2.72823836688568,-0.773993881890665
"b4243","monthly","2015-12","android",-0.68678132701214,31,827,2.74636945044597,-0.772264990899024
"b4244","monthly","2015-12","android",-0.684845614318111,32,827,2.7646807859733,-0.770742792559445
"b4245","monthly","2015-12","android",-0.683007392827282,33,827,2.78187108545707,-0.769181320478867
"b4246","monthly","2015-12","android",-0.681203132065093,34,827,2.79616346790186,-0.767175406720552
"b4247","monthly","2015-12","android",-0.679344124753731,35,827,2.8103024705082,-0.765280788668701
"b4248","monthly","2015-12","android",-0.67754267955653,36,827,2.82425056885249,-0.763497205610576
"b4249","monthly","2015-12","android",-0.675826462648208,37,827,2.83727478751848,-0.761687018356073
"b4250","monthly","2015-12","android",-0.674162714446077,38,827,2.84972070005727,-0.759895592662676
"b4251","monthly","2015-12","android",-0.672485869742797,39,827,2.86154774946232,-0.758094106043956
"b4252","monthly","2015-12","android",-0.670843606493638,40,827,2.87299235079514,-0.756336936129119
"b4253","monthly","2015-12","android",-0.669255637747004,41,827,2.8845023333512,-0.754723830547062
"b4254","monthly","2015-12","android",-0.667631446761285,42,827,2.89519795503852,-0.753039980905105
"b4255","monthly","2015-12","android",-0.666023268788284,43,827,2.90696526259904,-0.751683976382858
"b4256","monthly","2015-12","android",-0.664490441801478,44,827,2.91963266606091,-0.750622744599729
"b4257","monthly","2015-12","android",-0.662914299254036,45,827,2.93091324360003,-0.749356393563135
"b4258","monthly","2015-12","android",-0.661381904543685,46,827,2.94055365287622,-0.74783890915496
"b4259","monthly","2015-12","android",-0.659875519589371,47,827,2.9509286949376,-0.746565980223035
"b4260","monthly","2015-12","android",-0.658356428265657,48,827,2.95945052631739,-0.744989495951882
"b4261","monthly","2015-12","android",-0.656865352221291,49,827,2.96722756466162,-0.743340343861734
"b4262","monthly","2015-12","android",-0.655351526767486,50,827,2.97665705692768,-0.742101951713918
"b4263","monthly","2015-1-","android",-0.796863086613709,2,728,0.436535035625583,-0.758679715416243
"b4264","monthly","2015-1-","android",-0.7814712178965,3,728,0.790945294267796,-0.760668656342586
"b4265","monthly","2015-1-","android",-0.770583131807254,4,728,1.04131240104508,-0.762320894067544
"b4266","monthly","2015-1-","android",-0.761879134229448,5,728,1.23318266867679,-0.763214837238369
"b4267","monthly","2015-1-","android",-0.7546999882384,6,728,1.38669621501208,-0.763396979882221
"b4268","monthly","2015-1-","android",-0.748292362409792,7,728,1.51336737596756,-0.762956527996581
"b4269","monthly","2015-1-","android",-0.742551888950187,8,728,1.62260340943969,-0.76255981545923
"b4270","monthly","2015-1-","android",-0.737330438330375,9,728,1.71983221184495,-0.762532467976803
"b4271","monthly","2015-1-","android",-0.73249220205468,10,728,1.806216976104,-0.76236861798018
"b4272","monthly","2015-1-","android",-0.728087629739413,11,728,1.88178396581435,-0.761681123705369
"b4273","monthly","2015-1-","android",-0.724083512021359,12,728,1.94802734390876,-0.760515116502469
"b4274","monthly","2015-1-","android",-0.720275178502588,13,728,2.01073779495074,-0.759899094977881
"b4275","monthly","2015-1-","android",-0.716718344747498,14,728,2.06659628540189,-0.758855394373585
"b4276","monthly","2015-1-","android",-0.713586551008141,15,728,2.1166600833466,-0.757572355801096
"b4277","monthly","2015-1-","android",-0.710624265418849,16,728,2.16358066006339,-0.756441005592257
"b4278","monthly","2015-1-","android",-0.707729653842758,17,728,2.20720573463477,-0.755289576785491
"b4279","monthly","2015-1-","android",-0.704946494171616,18,728,2.24790356056448,-0.754158706421807
"b4280","monthly","2015-1-","android",-0.702217912911041,19,728,2.28693208580726,-0.753204466152509
"b4281","monthly","2015-1-","android",-0.699691355987924,20,728,2.32209511100091,-0.751936170907659
"b4282","monthly","2015-1-","android",-0.697170012260379,21,728,2.35451270147479,-0.750505385317945
"b4283","monthly","2015-1-","android",-0.694807445743621,22,728,2.38577852842678,-0.749276737496071
"b4284","monthly","2015-1-","android",-0.692545062951692,23,728,2.41522031943102,-0.748042952498156
"b4285","monthly","2015-1-","android",-0.690263327801037,24,728,2.44387728872349,-0.746965646820774
"b4286","monthly","2015-1-","android",-0.688054322635956,25,728,2.46925942367322,-0.745489441649102
"b4287","monthly","2015-1-","android",-0.685912915641098,26,728,2.49422010956959,-0.744221297292545
"b4288","monthly","2015-1-","android",-0.683847294850591,27,728,2.51823518943887,-0.743025624516441
"b4289","monthly","2015-1-","android",-0.681873809605153,28,728,2.54232780855321,-0.742111828136024
"b4290","monthly","2015-1-","android",-0.679970330403198,29,728,2.56492317974336,-0.741111723507966
"b4291","monthly","2015-1-","android",-0.678083688144041,30,728,2.58688525052284,-0.74017376033636
"b4292","monthly","2015-1-","android",-0.67627647264892,31,728,2.60681612511124,-0.73901637805366
"b4293","monthly","2015-1-","android",-0.674402448565043,32,728,2.62646678454296,-0.737957310417314
"b4294","monthly","2015-1-","android",-0.672589034046498,33,728,2.64384887599636,-0.736592272681365
"b4295","monthly","2015-1-","android",-0.670985349492615,34,728,2.65977076494999,-0.73511972271912
"b4296","monthly","2015-1-","android",-0.669371625211186,35,728,2.67518757524995,-0.733683653570849
"b4297","monthly","2015-1-","android",-0.667719736349251,36,728,2.68894288537854,-0.73203098293408
"b4298","monthly","2015-1-","android",-0.666054596259365,37,728,2.70266039468525,-0.730498790362738
"b4299","monthly","2015-1-","android",-0.664371996646499,38,728,2.71529138594985,-0.728857016792105
"b4300","monthly","2015-1-","android",-0.662808894098751,39,728,2.72641381139066,-0.727044593516588
"b4301","monthly","2015-1-","android",-0.66122591628707,40,728,2.73736486098199,-0.725304555830401
"b4302","monthly","2015-1-","android",-0.659634981344529,41,728,2.74857629113288,-0.723724182128607
"b4303","monthly","2015-1-","android",-0.658047198530686,42,728,2.75870482201464,-0.72201905943088
"b4304","monthly","2015-1-","android",-0.656415946378309,43,728,2.76776311782667,-0.720179937566631
"b4305","monthly","2015-1-","android",-0.654688358140582,44,728,2.77618148091416,-0.718282255942409
"b4306","monthly","2015-1-","android",-0.652896569877761,45,728,2.78397893001179,-0.716334937564271
"b4307","monthly","2015-1-","android",-0.651096468329328,46,728,2.79184205595484,-0.714482282498894
"b4308","monthly","2015-1-","android",-0.649271194049947,47,728,2.79937982934456,-0.712640382019838
"b4309","monthly","2015-1-","android",-0.647511135531573,48,728,2.80487564663222,-0.710469112922178
"b4310","monthly","2015-1-","android",-0.645784081020205,49,728,2.81040738998776,-0.70839028294217
"b4311","monthly","2015-1-","android",-0.644102160846098,50,728,2.81693028499164,-0.706597898144838
"b4312","monthly","2015-2-","android",-0.796517900104039,2,617,0.492106311925161,-0.774781737797147
"b4313","monthly","2015-2-","android",-0.779333582235538,3,617,0.845001518537808,-0.773840723392635
"b4314","monthly","2015-2-","android",-0.764644828413498,4,617,1.10537566665649,-0.776229986859502
"b4315","monthly","2015-2-","android",-0.753153719689791,5,617,1.30832768272662,-0.778694800654841
"b4316","monthly","2015-2-","android",-0.743942981763514,6,617,1.46786443750068,-0.779386112866222
"b4317","monthly","2015-2-","android",-0.736436763691308,7,617,1.5987350975965,-0.779369842516065
"b4318","monthly","2015-2-","android",-0.730111570126715,8,617,1.7083095434389,-0.778658771415804
"b4319","monthly","2015-2-","android",-0.724531259184956,9,617,1.80521978749027,-0.778286044398573
"b4320","monthly","2015-2-","android",-0.719423880271207,10,617,1.88875836595928,-0.777262146724626
"b4321","monthly","2015-2-","android",-0.714807310581361,11,617,1.96290148614864,-0.776110188870282
"b4322","monthly","2015-2-","android",-0.710714748347123,12,617,2.02772146585099,-0.774545514568498
"b4323","monthly","2015-2-","android",-0.707075771221744,13,617,2.08574989732217,-0.772882699232951
"b4324","monthly","2015-2-","android",-0.703649933617912,14,617,2.13889945624181,-0.771271371398595
"b4325","monthly","2015-2-","android",-0.700489576554033,15,617,2.18668655680802,-0.769460816513316
"b4326","monthly","2015-2-","android",-0.697419494771912,16,617,2.23178382055946,-0.767858342780384
"b4327","monthly","2015-2-","android",-0.694505044796592,17,617,2.27297740637361,-0.766160884231235
"b4328","monthly","2015-2-","android",-0.691796836791179,18,617,2.31106880788988,-0.764470075470225
"b4329","monthly","2015-2-","android",-0.689169211222596,19,617,2.34709892519649,-0.76290058313002
"b4330","monthly","2015-2-","android",-0.686594444496317,20,617,2.38130723093081,-0.761421715017415
"b4331","monthly","2015-2-","android",-0.68414105134259,21,617,2.41250075266451,-0.759761183907435
"b4332","monthly","2015-2-","android",-0.681881380358871,22,617,2.44038548443258,-0.757827504447273
"b4333","monthly","2015-2-","android",-0.679727832285075,23,617,2.4665020453251,-0.755898865874557
"b4334","monthly","2015-2-","android",-0.677498996239202,24,617,2.48989014400167,-0.753682609847628
"b4335","monthly","2015-2-","android",-0.675256377356106,25,617,2.51296515850169,-0.751701982971636
"b4336","monthly","2015-2-","android",-0.673001457498026,26,617,2.53623071348028,-0.750038244397999
"b4337","monthly","2015-2-","android",-0.670849214649306,27,617,2.5563068594717,-0.747976803389656
"b4338","monthly","2015-2-","android",-0.668853005189299,28,617,2.57456961165285,-0.745802887878892
"b4339","monthly","2015-2-","android",-0.666823263961012,29,617,2.59221080076571,-0.74371779099675
"b4340","monthly","2015-2-","android",-0.664899128348847,30,617,2.6086371108724,-0.741609593490642
"b4341","monthly","2015-2-","android",-0.662927360696549,31,617,2.62465786928934,-0.739602076652037
"b4342","monthly","2015-2-","android",-0.661031212957043,32,617,2.64014265717545,-0.737684208362652
"b4343","monthly","2015-2-","android",-0.659200548412432,33,617,2.65568757900679,-0.73597125536654
"b4344","monthly","2015-2-","android",-0.657303391301622,34,617,2.67109323311999,-0.734375527375194
"b4345","monthly","2015-2-","android",-0.655378746323666,35,617,2.68630790819286,-0.732887676237355
"b4346","monthly","2015-2-","android",-0.653444676256194,36,617,2.70090350995227,-0.731404623226645
"b4347","monthly","2015-2-","android",-0.651641740852644,37,617,2.71553524271878,-0.730088024816796
"b4348","monthly","2015-2-","android",-0.649888340162453,38,617,2.72994748560943,-0.728855167313288
"b4349","monthly","2015-2-","android",-0.648206452014169,39,617,2.74256539438753,-0.727381729251369
"b4350","monthly","2015-2-","android",-0.646520545655186,40,617,2.75615978276834,-0.726218863501416
"b4351","monthly","2015-2-","android",-0.644971323400859,41,617,2.76741027164049,-0.724700331895742
"b4352","monthly","2015-2-","android",-0.643438627815656,42,617,2.77875885407965,-0.723307562842936
"b4353","monthly","2015-2-","android",-0.641860574681491,43,617,2.78884160758367,-0.721735884031808
"b4354","monthly","2015-2-","android",-0.64027014234872,44,617,2.79890076420098,-0.720250965696891
"b4355","monthly","2015-2-","android",-0.638768975494766,45,617,2.8085075104358,-0.71877682051324
"b4356","monthly","2015-2-","android",-0.637290824647159,46,617,2.81713567558163,-0.717185292001084
"b4357","monthly","2015-2-","android",-0.63575193294144,47,617,2.82546728461759,-0.715603077938996
"b4358","monthly","2015-2-","android",-0.634169165665869,48,617,2.83428243838081,-0.714189768386036
"b4359","monthly","2015-2-","android",-0.632642012936372,49,617,2.84190604106337,-0.712608155745966
"b4360","monthly","2015-2-","android",-0.631076330765918,50,617,2.84970440712857,-0.711125174902805
"b4361","monthly","2015-3-","android",-0.788121072422188,2,968,0.507030930640443,-0.775823686255299
"b4362","monthly","2015-3-","android",-0.768423005614007,3,968,0.884703015342484,-0.78078189654335
"b4363","monthly","2015-3-","android",-0.755211647035228,4,968,1.14751200869775,-0.783931702070424
"b4364","monthly","2015-3-","android",-0.747078588371391,5,968,1.33820700013235,-0.784396671113114
"b4365","monthly","2015-3-","android",-0.740825245391197,6,968,1.48835330436472,-0.78373538691033
"b4366","monthly","2015-3-","android",-0.735459534081853,7,968,1.61109663556176,-0.782355128139719
"b4367","monthly","2015-3-","android",-0.731066367524003,8,968,1.7131716465586,-0.780456863252346
"b4368","monthly","2015-3-","android",-0.726963532870505,9,968,1.80388262618794,-0.779028628655443
"b4369","monthly","2015-3-","android",-0.723244970851029,10,968,1.88432512330002,-0.777672853352801
"b4370","monthly","2015-3-","android",-0.719799285415495,11,968,1.95596171813589,-0.776254551748103
"b4371","monthly","2015-3-","android",-0.716737940305668,12,968,2.01718046824021,-0.774127881729073
"b4372","monthly","2015-3-","android",-0.71381095538911,13,968,2.07102441586526,-0.771668096854839
"b4373","monthly","2015-3-","android",-0.711123707413685,14,968,2.12178402363112,-0.769725742627199
"b4374","monthly","2015-3-","android",-0.708552675561878,15,968,2.17053585149096,-0.768292637729383
"b4375","monthly","2015-3-","android",-0.70608702943276,16,968,2.21282640168555,-0.766251293480986
"b4376","monthly","2015-3-","android",-0.703619667342152,17,968,2.254062942076,-0.764659149931547
"b4377","monthly","2015-3-","android",-0.701269352428032,18,968,2.29251632713989,-0.763093387647777
"b4378","monthly","2015-3-","android",-0.699016654442149,19,968,2.3274010509969,-0.761326062743291
"b4379","monthly","2015-3-","android",-0.696881063370915,20,968,2.36013262334498,-0.759614639906826
"b4380","monthly","2015-3-","android",-0.694907001200618,21,968,2.39222454963715,-0.758262730341103
"b4381","monthly","2015-3-","android",-0.69286510088779,22,968,2.42286291959016,-0.756954212768896
"b4382","monthly","2015-3-","android",-0.690866451938757,23,968,2.45102244874485,-0.755479137127606
"b4383","monthly","2015-3-","android",-0.688897407115615,24,968,2.47721902666063,-0.753907894792405
"b4384","monthly","2015-3-","android",-0.687061189340263,25,968,2.50143371727818,-0.752251537084911
"b4385","monthly","2015-3-","android",-0.685262918773707,26,968,2.52484647393675,-0.750711668813548
"b4386","monthly","2015-3-","android",-0.683542504535555,27,968,2.54660058722772,-0.749097008983721
"b4387","monthly","2015-3-","android",-0.681798983410599,28,968,2.56714666016361,-0.747445906375451
"b4388","monthly","2015-3-","android",-0.680107456387821,29,968,2.58719224973154,-0.745924470194358
"b4389","monthly","2015-3-","android",-0.678407305084295,30,968,2.60577568576737,-0.74429212624272
"b4390","monthly","2015-3-","android",-0.676684125230742,31,968,2.62317048968839,-0.742593721529124
"b4391","monthly","2015-3-","android",-0.674968741830212,32,968,2.64007947330641,-0.740969588109001
"b4392","monthly","2015-3-","android",-0.673200098376175,33,968,2.65577502538692,-0.739240519863499
"b4393","monthly","2015-3-","android",-0.671566341809046,34,968,2.67071116048049,-0.737539815663343
"b4394","monthly","2015-3-","android",-0.66996424060048,35,968,2.68386368760222,-0.735624701721014
"b4395","monthly","2015-3-","android",-0.668427429706897,36,968,2.69622707883551,-0.733695591503659
"b4396","monthly","2015-3-","android",-0.666871803127722,37,968,2.70780385857654,-0.731730551498827
"b4397","monthly","2015-3-","android",-0.665354784774813,38,968,2.71965536106602,-0.729965148151194
"b4398","monthly","2015-3-","android",-0.663776357965503,39,968,2.73189299852948,-0.728387594946872
"b4399","monthly","2015-3-","android",-0.662215551966512,40,968,2.74362643390145,-0.726821030879878
