create_ts	id	tags	title	body	answers
2015-02-12T23:46:27.010	7584	module^&^overrides	joomla 3 newsflash layout override	im using joomla 3 and need to add a custom layout override for the newsflash module   i know the file structure needed to do a layout override but i can t find the folder that has the layouts for the newsflash module   can anyone tell me where to find the newsflash folder  thankyou  	you probably want to override the files in modules mod articles news tmpl    copy the files you want to override to templates yourtemplate html mod articles news      the following files can be overridden     item php   this is where each item is generated  this file is called by the other files using jmodulehelper  getlayoutpath   default php   the default module layout  horizontal php   alternative layout  horizontal     vertical php   alternative layout  vertical         
2015-02-13T04:18:26.283	7587	k2	how can i query k2 items which contains an image 	i would like to list out all k2 items which contains image   since there is no any table records any images associate with an item  i have no way to query it   are there any way to do so in sql    thank you 	
2015-02-13T04:39:42.947	7588	joomla-3.x	how to insert an iframe into joomla template manager in admin screen	i want to insert an iframe of the joomla front end into the template manager of a joomla template   i get an access forbidden error when i try    iframe id  myid  src     php echo  this  system    url        iframe    i asked the question on joomla forum a few days ago but no answer   thanks 	
2015-02-13T09:45:52.463	7590	migration^&^community-builder	how to import datas from a joomla 2 5 to a joomla 3 	community builder is installed on a joomla 2 5 website   we are doing a new joomla 3 website  no upgrade   we need to import users and parameters   what is the best way to do that with joomla   can we simply export and import required tables from database    or do we need tu use an extension like sp transfer    this question is related to community builder but it can be more general   how to safely export and import datas from a joomla website to one other  	what i recommend you do is take a backup of your joomla 2 5 site and on that backup  perform the migrations to joomla 3 x    then install the latest version of community builder   once done  copy over the tables you require to your newly built joomla 3 x site   
2015-02-13T10:01:16.670	7591	joomla-2.5^&^articles^&^article-manager	iframe in a joomla 2 5 article	i m trying to put an iframe  from google maps  in an article but it the code just appears as text  i ve had a look at the html source and its not in any  tags or anything  any help please  	go to   extensions    plugin manager    tinymce    prohibited elements  the remove iframe from the list   
2015-02-13T12:53:11.913	7597	community-builder	how to remove the field which having a blank value in the community builder joomla	how can i remove the field which having a blank value in the community builder joomla component in front end user profile    	
2015-02-13T14:47:13.700	7599	joomla-3.x^&^administration	generating documentation for a joomla website	i have been charged with documenting my website and making a manual  of sorts  of its content   i have been searching high and low for a document generator of some sort but have been unable to find anything   i would really like something that will crawl the site and provide a report  much like the document generator in microsoft access   does such a beast exist   any comments would be appreciate  	
2015-02-13T15:45:25.557	7602	installation^&^migration^&^images	images not displayed after migrating from localhost  internal server error 	after uploading my joomla  3 3 from localhost  i got a very serious problem  the images on the website are not displayed    when i tried accessing the url of an image  i got an internal server error   the images are well on the server  with chmod 644  and 755 for the image folders    hope somebody can help   thank you in advance  	there seems to be something wrong with your images folder  if i visit http   example com media   i get the expected blank page  the empty index html that is located inside each folder to avoid directory listing    however  http   example com images gives a 500 error  so none of your images in that folder are available  the thumbnails show up because a plugin  plg readlesstext  caches your images and creates a thumbnail in the cache folder  outside the images folder   check if you have a  htaccess file inside your images folder  if not  try disabling the readless plugin and see if that makes any difference   
2015-02-13T15:58:46.023	7603	template-override	layouts folder override  read more 	is there a way to override files form the layouts joomla directory  i need to change the look of the read more button  found its php in layouts joomla content readmore php  could i copy this file to my template folder and change it  	yes  absolutely  you can override the layouts by copying the file to templates yourtemplate html layouts  using the same path as where you found the file to  so in your case  copy the file currently at layouts joomla content readmore php to templates yourtemplate html layouts joomla content readmore php    
2015-02-13T16:51:27.447	7607	joomla-2.5^&^k2	how to get item s extrafields to display in latest php of k2   joomla	im trying to get extrafields from k2 articles  i have assigned my menu to latest from users or categories in order to display all articles from several categories    it displays fine  but these articles have extrafields information that i want to display  but there is no option to display extrafields  so i suppose that in order to do this i need to change latest php page  which is the page used to display all articles from different categories   as latest php doesn t display extrafields i m trying to code it as the following     php    extrafields   array    foreach  this  item  extra fields as  item         extrafields  item  id     item  value                php if isset  extrafields x       true       php echo  extrafields x        php endif       though  i m getting the following error      invalid argument supplied for foreach   in       i ve been searching ways to get extrafields  found some solutions but this is the error i get every time   any ideas or solutions   best regards   i m using joomla 2 5  	
2015-02-13T17:27:48.977	7608	joomla-2.5^&^virtuemart	virtuemart modal box not working	i have virtuemart 2 0 26d in my website  when i go to the product details page of a product  if i click in the image of that product  the pop up that should appear  doesn t    the image that i have clicked appears in a new window     any idea about how to solve this  	go to your virtuemart    configuration    templates tab and locate the following setting     then change the setting of  use fancybox   if it is checked  try unchecking it  and vice verse    virtuemart includes two systems for product display   fancybox and facebox  fancybox is more advanced  but will in some cases cause javascript conflicts with some templates and or extensions   to see if there s any conflict  press f12 in your browser to load the developer tools  you should be able to see any javascript conflicts in the console   
2015-02-14T11:47:04.223	7612	joomla-3.x	copying joomla site from server to local	recently it was asked me to collaborate to the development of a web site created using joomla  the site is already online in a public server   i need to copy the entire site to my pc in which joomla is installed  is there an easy way to do so  	yes    download akeeba backup   install this extension and take a backup through admin screen   components   akeeba backup   backup now   transfer your backup located at administrator components com akeeba backup from local to server or server to local using ftp   then download kickstart    place kickstart php and your backup archive in the same  empty  folder on localhost   such as htdocs  in my case htdocs is my root folder because i use xamp    then run localhost kickstart php from your browser   the process from here is simple   
2015-02-14T15:02:48.653	7614	joomla-3.x^&^joomla-framework-1.x	model state object and user state object	user state object sets its value in session that s way we can get value from any where but model state object which is nothing more then a jobject which doesn t use session to store value then how model state variable remain it s value when we come back later  	the model is not intended to save anything  i am not talking about model cache   because that is a job for session  that is why model very often uses user state to retrieve some data form the session  for example the states of different filters   
2015-02-14T15:32:47.250	7615	virtuemart^&^joomla-1.5	how to change authorize net responses virtuemart 1 1 9	i know virtuemart 1 1 9 is not supported anymore  but i ve a lot of customization on my installed online joomla website  i can t move it  to latest versions of joomla and vm as well   please read the scenario   i ve joomla 1 5 with virtuemart 1 1 9  whenever a user process credit card payment through authorize net  after completion the process the user sees a message of  thank you  your order has been completed    regardless of transaction response either that is failed or succeeded    my need is   i want an email to be sent to my email address when a transaction is failed  i can t check authorize net s statements on my mobile   what i question is    how can i send email to myself and  which files and functions are working to check the responses form the authorize net server    please let me know if this question is confusing    i will try to elaborate it more easy to understand   	after a lot of effort i finally reached to those pages what contains all the transaction details   while using authorize net  transaction request is sent in json xml format to the authorize net server and after processing a response is returned back in same xml json format  following page works for this regards  joomlasite administrator components com virtuemart classes payment ps authorize php  now in this file search process payment function    process payment  this is the main function for all payment modules that use direct connections to a payment gateway  like authorize net or eway xml   this is the place  where the payment details are validated and captured on success  returns true on success  false on failure    and this the what i customized according to the response from the payment gateway   i echoed all the response and then according to status 1 3 4 or any i created a php email script to send an email to specified email address  temporarily echo the response from the server    vmlogger  err  result      result     it will show all the responses as error on after transaction     message       notification   a transaction was attempt  authorize net responded          response 3        details are as under              order information           invoice      response 36    amount      order total                   results                response      response 3    authorization code      response 4    transaction id      response 6          customer billing information     first name      substr  dbst  f  first name    0  50    last name      substr  dbst  f  last name    0  50    e mail      dbbt  f  user email       cc headers    mime version  1 0      r n     cc headers     content type text html charset iso 8859 1      r n      this address will show as  from  in email box   cc headers    from  contact myemailaddress com      r n         vendor mail fetches virtuemart s vendor s email    to email    vendor mail    cc subject    transaction attempt      response 3     cc message    message    now i customized the responses according to their status               elseif   response 0      2           some codes             mail  to email  cc subject  cc message  cc headers         elseif   response 0      3           some codes             mail  to email  cc subject  cc message  cc headers         elseif   response 0      4           some codes             mail  to email  cc subject  cc message  cc headers           this will send email to the vendor if response is failed  declined or any other issued but not successful   you can customize response for successful payment too under    if   response 0      1                    email is successful   i hope other developers may find this helpful   regards  
2015-02-14T17:43:08.583	7618	virtuemart	virtuemart  from root browse categories display to browse category products	virtuemart 3 0 4 joomla 3 3 6    i am trying to figure out what s the way to setup the following in virtuemart   i have the main store s view with a menu item of type   vm category layout   it is set to show all categories with top level category the root category   the page displays all categories  now  clicking on a category  i want to open that category s browse products view   but this is not happening      clue 1  the problem is that both the above views are controlled by the same menu item  and this menu item  has an option called   page layout    with options  categories   or default    categories will display child categories of a parent category  while default will display products from a category    on my menu item i have this set to categories  in order to display all categories     clue 2  all categories without a menu item dedicated to them  if clicked from that view  will open under that same itemid  however the view seems to inherits its page layout setting from that menu item  set to display categories  and won t display the products browse view of a selected category      i would like to avoid creating menu items for each category  as it would make it easier for the store owner to change the categories and those they will automatically be updated in the front end  without touching menu items at all   i am thinking to create overrides to deal with this  but first i would like to ensure that i am not missing anything obvious   have you ever come across this situation with vm   or is it possible that this is a  silly  setting somewhere   	actually  following the override idea  is pretty simple   and i can t understand why the vm developers have left this as it is now   in the categories template file of the category layout view  all that is needed to create a continuity in the browsing workflow  is to add an else   include   template     line of code   currently the categories template  checks if a category has other children categories and if yes  it will load them  but there is nothing for the case that the category has no children categories   so  in the categories override template file  we can continue the if statement with an else  and include the default template  to display category s products  if the category has no more children categories   so the template will become like this   if   this  category  haschildren            calculating categories per row        categories per row   vmconfig  get    categories per row   3            start the output     echo shopfunctionsf  rendervmsublayout  categories  array  categories     this  category  children             add these lines to include the default template  else       include  default php        make sure you will copy both files inside the overrides folder of your template   finally  adjust the settings of the menu item  to show products with your desired products layout   
2015-02-14T18:20:53.577	7620	php^&^administrator^&^login	change profile display upon initial login	i am using a membership extension to manage the users on my site along with the native joomla login module  they sign up using the membership extension and the initial time that they login they are redirected to the native joomla profile page   https   isls encorelab org component users profile   which does not contain any of the information they had just entered when they signed up   everything is working fine for subsequent logins   they can only access the membership extension profile page   https   isls encorelab org members member profile   which displays all of their information   how do i make this initial login native joomla profile never visible  or make the initial login redirect to the extension profile page instead  	
2015-02-14T18:39:13.727	7622	workflow	work under version control  git 	i have to work with some other people to develop a web site using joomla  we will create our personal template and we will install and maybe modify some extensions or plugin  we will work in different cities mainly interacting via web and we will work locally having a central repository where saving our works   we are thinking about what is the best strategy to keep our workflow under version control  we are thinking of using git but then some questions arise    should we track the entire joomla folder  what about keeping track of the change in database   	
2015-02-15T15:48:28.427	7625	joomla-3.3.x^&^zoo-cck	create a custom zoo element to show a badge if product is in quick2cart already	i m trying to create a custom zoo element based on the quick2cart element  but i m realizing  that there s a reason i m not a programmer   the quick2cart guys have helped a little bit by giving me this snippet   function getitemid  product id  client         db   jfactory  getdbo         query    select  item id  from     kart items   where  product id     int  product id    and parent   client         db  setquery  query        result    db  loadresult        return  result      but i can t quite figure out how to write the element so it renders  all i really want is for the element to check to see if the item is for sale  meaning  it s set up in quick2cart and is considered a product   if so  i want to display a little  buy it   badge that links to the zoo item   the current quick2cart zoo element has lots of extra stuff in it so i can t simply duplicate it or i d end up with issues in the edit screen of the zoo item  i don t really want any interface at all for the element  all i really want is an  if it s a product  show this  kind of thing  	the techjoomla guys helped me a bit with this  it could probably still be cleaned up  but it checks for the item and if the quick2cart item id isn t empty and it s a zoo item  so we don t accidentally check for another type of item   it displays a little badge that links to the zoo item   building the element itself is based on this document   create a custom element  1   in the php file here s what i ended up with             php  class elementqtc available extends element        public function edit                public function render  params   array                  public function hasvalue  product id  client              db   jfactory  getdbo         query    select  item id  from     kart items  where parent  com zoo  and  product id     this   item  id           db  setquery  query        forsale    db  loadresult        if   empty  forsale              print   div class  buyit   a href     this  app  route  item  this   item     buy it   a   div                           1   http   yootheme com zoo documentation developers create a custom element   
2015-02-16T07:02:16.893	7628	joomla-3.x	override component controller	i want to override a controller inside a component  ie    file path   components com test controllers test php  how to override test php   	
2015-02-16T07:29:56.150	7629	joomla-3.x	component not found error in joomla3 0 	when import the component in joomla3 0 the component install successfully but open that component give 404 component not found error  	
2015-02-16T11:07:15.413	7632	joomla-3.x^&^administrator	administrator login details error	i have a joomla website running live but when i take the backup and try to run it in localhost and when i try to login it in the backend it says my password is incorrect   to the best of my knowledge i have given the correct password but i have no idea why it doesn t work   i m using the rs firewall extension   does anyone know as to why this issue is occuring  	
2015-02-16T11:10:54.143	7633	joomla-3.x^&^jquery^&^form-fields-types	joomla list form field change values on runtime	i have two joomla list fields  drop down fields   the the second list field is depending on the value of the first list field   now i ve tried to change the values of the second form field via jquery on runtime  but this methode fails  because the value can be seen by the browser inspector  but it wont be shown in the form field  seems that joomla has its own method to display option fields    i ve tried    document  addscriptdeclaration       jquery document  ready function              jquery   jform country   change function                country id   jquery       this id  val       this is the first list field             select   document getelementbyid   jform state                if  country id     germany                        option 1 will be shown  but only in the inspector                 jquery   jform state   append   option value bavaria bavaria  option                        option 2 nothing happens                 var option   document createelement  option                    option text    bavaria                   option value    bavaria                   select appendchild option                                              is there a possibility to fill the list field on runtime resp  to change the values  	if you are using  chosen  for your selects then you should trigger  chosen  to update the data   jquery   jform state   append   option value bavaria bavaria  option     jquery   jform state   trigger  liszt updated      the most recent version of  chosen  uses a slightly different event   trigger  chosen updated      but in joomla 3  at the moment of writing up to 3 4  the version of  chosen  is older  so you should use   trigger  liszt updated     
2015-02-16T13:27:31.413	7635	apache^&^jce^&^compression	why setting jce css and javascript compression setting cause apache to crash	after installing jce 2 4 6  on joomla  3 3 6   when entering edit mode my apache2 4 installed by  xampp 3 2 1 crashes  after disabling compression setting in jce administration    editor global configuration it become ok    is there any way to enable it  	
2015-02-16T15:28:26.310	7637	akeebabackup	akeeba backup wrong paths	i used the procedure of this answer   http   joomla stackexchange com a 7613 1685   to backup my site on a local   i did the extraction and the installation in a subdir    var www html my dir    of the localhost path    var www html     the entire procedure gave me no errors but if i access to the local site   localhost my dir   i see the homepage exactly as it should be but other pages are wrongly linked  if a click to a link to page2 the browser go to localhost index php page instead of going to localhost my dir index php page and clearly a get a  not found  error message  if i go manually  typing the right address  to page2  the page looks correct   i think there is some option that has to be setted to let joomla recognise that i have a subdir but i don t know how to set it  	i m not too sure of the technical terms and why this will work  but i would suggest creating a virtual host  using this will allow you to use a domain  so to speak   such as joomla loc which you can map to the existing joomla installation directory   using sub directories for websites can start causing lots of issues  especially with cms s such as jomla or wordress  therefore when creating a new installation on the same server  it s best to use subdomains  live host  or virtual host  localhost    the following tutorials that have been compiled for different environments can be found here   http   joomla stackexchange com a 4157 168  
2015-02-16T18:46:00.790	7639	joomla-2.5	trying to increase my joomla website speed	i have read that if you enable the plugin  system   cache   the speed of your joomla website increases a lot    i have done it  and it s true  but some navs  css and the slider dissapears    do you know why     	jch optimize of one of those plugins that you will have to tinker the settings for   for me to get it working  i set the following parameters    defer javascript   yes combine javascript files   yes manage combined files   combine files in one exclude all extensions   no   hopefully this will prevent any errors being thrown  
2015-02-16T20:36:04.690	7642	component^&^module^&^jroute	remove  components  from popular tags cloud module	i have set up a page called domain com tags html on the root which links to the com tags component and shows a set of tags most used   i also want to use the popular tag cloud module  mod tags popular   together these two sections should show the same url for the same tag  but they don t   in the component menu item  i can see the url for a tag as  http   domain com tags tag 19 tagx html  and in the module as  http   domain com component tags tag 19 tagx html  what seems to be wrong here  	
2015-02-17T09:21:15.730	7646	joomla-2.5^&^.htaccess-configuration	 perfect   htaccess for joomla 2 5	i would like to know what should i implement in my htaccess file for making my website faster and secure  what do you recommend me  	there is no such thing as   perfect  htcaccess      each site and environment are different and have diverse needs  having one htaccess that works for one site on one specific hosting  doesn t mean that it will work the same way on other sites on the same hosting  or on the same site on another hosting   lodder is right  that you should know what you are doing with the htaccess file  but i would say that is not that crucial  because if you do something that will put your site down you can just rename or delete the htaccess  and the site will be back again   although htaccess is very powerful  it s not destructive  so yes someone can experiment with it   and indeed you can enhance the security and the speed performance of your website through htaccess  but it s not the only thing you need to do   nicolas dionysopoulos  the guy behind akeeba backup and admin tools  provides a master htaccess file  a template that contains many essential rules which you can tweak to meet your needs   you should go through and read each line of it and make use or change whatever meets your specific needs   it can be found here  https   github com nikosdion master htaccess blob master htaccess txt   more about speed improvements    optimizing frontend load  how do i properly combine and compress my js    gtmetrix and pagespeed low score    similar htaccess question in jse  joomla remove index php  htaccess  in addition to  ffrewin s answer  i would also recommend  nikosdion s master htaccess   you should explore the options in the html5boilerplate htaccess which provides many options for improving security and performance   https   github com h5bp html5 boilerplate blob master dist  htaccess  as previously noted by  ffrewin though you can t simply drop all of these rules into your htaccess and expect it to work  apply rules that you think you need one by one and check after each that you didn t break your site   if you have access to the server config then you should apply the rules there  instead of htaccess  as it wont slow down your site like a large htaccess file would  more details on that here   https   github com h5bp server configs apache  
2015-02-17T09:43:36.360	7648	joomla-2.5^&^error-reporting	some errors in console	when i open the console in http   ganeshgrow es   i find these errors  http   gyazo com 08e16657ef89f7c8ee0423fcc57b44fb do you know what could it be  i have already installed jquery easy and jch optimize  so  i guess it s not a jquery conflict     thanks for helping 	
2015-02-17T13:57:42.463	8653	joomla-3.x^&^joomla-api^&^joomla-framework-1.x	what is the meaning of the colors near methods in the api documentation 	when i look into api joomla org to view available functions i always see a little green vertical bar to all functions where they are explained  but some functions have orange bar what they mean by  orange and green bars   for batter understand i also included a snapshot below    i also read jmodellist class file and i found a function getlistquery   but this function is not shown at joomla jmodellist api page  is this function going to be deprecated    secondly how do i view only function that are not inherited from base class     	
2015-02-17T14:34:27.257	8654	joomla-2.5^&^.htaccess-configuration^&^gzip	joomla 2 5 gzip compression error	this is completely annoying    i have enabled gzip compression in joomla system configuration i have also enabled gzip compression in the htaccess file    but every time i test http   ganeshgrow es in websites like gtmetrix or google insights  they tell me that the 70  can be compressed for a better perfomance    so     what should i do  	
2015-02-17T15:06:44.763	8657	joomla-3.x^&^articles^&^article-manager	how to automatically manage joomla featured articles 	i use the joomla feedgator extension to import rss feeds from blogs  i set feedgator to put generated articles as featured articles   i want to have only the latest articles from each feed as featured articles  i have one category by feed   so old articles must be unfeatured when new articles are imported by feedgator   feedgator does not do that   so how to have automatically only the latest article of each category    feed  as featured article   	the simplest way to achieve it is running a mysql query  after running feedgator cron job command  in this way  you can define a filter for  old articles  and unfeature them   otherwise  you would have to modify feedgator source code   
2015-02-17T15:24:49.410	8658	joomla-2.5^&^virtuemart^&^registration	get rid of the need for confirmation when a user registers	i d like to stop the need for an account to be confirmed when a user registers to be gone  on our client s website a user shouldn t need to go through the confirmation process once they ve registered   they should be able to place orders immediately after they ve registered without confirmation   i have seen that you can enable non registered users to checkout  but i would still like to get rid of the confirmation process   does this make sense  anyone know how  thanks  	try going to the following in the joomla backend   users    user manager    options  then set the new user account activation parameter to none    this will disable new users having to manually activate their accounts upon registration   
2015-02-17T16:46:29.753	8663	joomla-3.x^&^jquery^&^jform^&^form-fields-types^&^fields	joomla list formfield stays empty on runtime load	i face the problem  that i have list formfield  where no values have been set in the xml formfield description  the values for the listfield will be created on runtime via jquery  when i choose a value  the value will be stored in the database  but with new open of the form the value from the database will be loaded  but not shown in the listfield  the listfield stays empty  is this because of no standard values in the xml formfield description  	
2015-02-17T19:04:57.353	8665	joomla-3.x^&^joomla-2.5^&^update	joomla 2 5 to joomla 3 x	i would like to know  if there re many differences between joomla 2 5 ad joomla 3 x how can i update my joomla website  2 5  to the last version without losing data  same for my modules  plugins etc 	what s available in joomla 3 x   there are loads of new features that were introduced in the joomla 3 x series  some of the main features that i personally like are    bcrypt for password hashing  which is one of the most sophisticated methods available today   two factor authentication   for additional security ajax interface   allowing us developers to integrate ajax much more easily in our extensions   mobile ready   which makes life much easier for maintaining your joomla site on the go everything is moving towards jquery and moving away from mootools article tags  another step closer to not having to use k2  ability to install extensions directly from the backend   rather than having to manually download them from the developer site multi lingual sites are easier to make   a list of everything can be found here   https   docs joomla org j3 x what 27s new in joomla    but it might be best to check out the github repository for very new additions to the cms  why migrate   2 simple reasons    the features listed above and in the link provided joomla 2 5 is not officially supported anymore  which means no more features  security updates and developers will also start to cease support for those using joomla 2 5   will the migration be easy and will i lose any data   the migration will be an easy task that should not take too long  migrating your cms does not migrate the 3rd party extensions  so as already mentioned  you will need to install joomla 3 x compatible version of all 3rd party extensions unless they are built to work with both j2 5 and 3 x    there should be no data loss  however if you ve installed some big extensions that are extremely old  the migration will take a little longer   how do i upgrade   rather than me type every single step  have a read of the detailed migration process   https   docs joomla org joomla 2 5 to 3 x step by step migration  i ll just say that there s no software and it s done directly from your joomla admin backend  important  do not migrate your live site  take a backup   install it on a subdomain or localhost and run that migration on that   
2015-02-18T02:26:02.873	8670	k2^&^acl	how to set acl for k2 items categories in backend	lets say i have 3 k2 categories a  b  c  and defined 2 user groups     usergroup1  usergroup2  the problem is how can i   usergroup1 can only see edit items in category a and can only select category a as item cate in back end usergroup2 can only see edit items in category a b and can only select category a b as item cate in back end  i have acl manager component installed 	
2015-02-18T05:58:46.410	8672	joomla-3.x^&^javascript	where can i find piwik javascript code	i have installed piwik in my joomla page using nfrpiwik plugin in order to insert the javascript code in order to interact my joomla page with piwik statistics   however where can i find this code  most specifically file which is the file from joomla file which took the javascript code from nfrpiwik plugin 	
2015-02-18T07:03:43.170	8673	joomla-3.x^&^smtp	smtp connect failed and unable to send email	i am not able to send email using gmail as smtp  i have already tried using the following settings in the joomla backend    smtp authentication   yes smtp security   ssl smtp port   465 smtp username    respective mail id  smtp password   xxxxxx smtp host   smtp gmail com   i have built koomla site on localhost and i m trying to send email using smtp gmail com   though port 465 is enabled still its not working    can you tell me what the issue might be  	
2015-02-18T07:34:23.853	8674	joomla-2.5^&^articles^&^tags	joomla 2 5 display articles by tag  not in menu link	i wanted to display all articles tagged under a specific tag  inside an article  not a menu link   i know i can display articles by tag at the menu  but what i wanted is to know if it is possible to display those articles tagged inside another article   note   i don t want to display tags   but i want to display those articles tagged   example   under menu web design i have an article displaying a text and a brief explaining what it is  then after it  i would like to display all articles tagged under design    how can i do this  again  i didn t want to assign a menu to display those articles tagged under design    best regards  	
2015-02-18T07:57:37.960	8675	joomla-3.x^&^php^&^javascript^&^variable	get access to php variable in joomlas addscriptdeclaration for javascript	how do i get access to php variables in joomlas approach to integrate javascripts with addscriptdeclaration    document   jfactory  getdocument     variable    test     document  addscriptdeclaration       jquery document  ready function              var simple      php echo  variable               alert simple                the classic form of integrating php variables won t work  	instantly see the issue here  what you basically doing is the following     php          var    foo         php echo  foo              you re using duplicate   php tags which will cause issues   use the following instead    php      document   jfactory  getdocument         variable    test         document  addscriptdeclaration           jquery document  ready function                  var simple         variable                   alert simple                            you were also missing a closing single quote before the last bracket in your code which i ve added for you   
2015-02-18T10:29:07.183	8681	joomla-3.x^&^module	create readmore link for custom module	i ve created a very simple slideshow module  i have a helper php that gives me all articles of a given category  my problem is that i don t know how to create the readmore link    that s what i have   public static function getsildes            return var having the complete carousel stuff      slide               a counter for bootstrap active flag      counter   0          my database connection      db   jfactory  getdbo            i need the cat id of category named  bootyslide       module   jmodulehelper  getmodule  mod bootyslide         category   new jregistry  module  params        cat id    int   category  mycategory            and now i select all the articles with the category id      query    db  getquery true        query  select            query  from     content         query  where  catid       cat id              query  where  state  1          db  setquery  string  query        results    db  loadobjectlist          foreach  results as  result            images    json decode  result  images            image    images  image fulltext           text    result  introtext           alias    result  alias           fulltext    result  fulltext            counter    0     active    active     active                slide       div class   item      active                   if  strlen  image    0                 slide           img src        image                             slide       div class   carousel caption                             div class   container                                 div                                       text                                   div                                   the readmore link                               div                        div                    div                counter             return  slide       i know that when the column fulltext has values  i should create the readmore link  that s not the problem  i really don t know how to create the url  	try the following   a href    php echo  result  link      read more  a      for some reason assumed you were using the content model   my bad   try this     php      link   jroute     index php option com content view article id      result  id       echo   a href       link      read more  a       but just on a side note  i would suggest you put all your html in the default php as this file is supposed to be used for all your markup  allowing users to create template overrides   
2015-02-19T08:56:59.847	8695	joomla-3.x	joomla   href to component controller in admin	i am having below href   unable to call test function in scholarship component  controller this href redirects to same page  http   192 168 1 9 joomla2 administrator index php option com scholarships task scholarships test 	
2015-02-19T09:18:45.477	8696	joomla-3.x^&^virtuemart	is there any way to edit products  features massively 	in joomla 2 5  you have a program called csv improved  you can import export products from virtuemart and also  edit for example the price of 500 products quickly  you don t have to change the price of each product one by one    so  my answer is if in joomla 3 2 7  is there any program that supports virtuemart  for working quickly and easily with a database    change features of many products   import   export products   etc     any idea  p d   if i do it manually  it will take me many time    prices of my online shop are changing  constantly     	
2015-02-19T10:36:02.747	8697	joomla-3.x	export function in component controller	excel sheet shows admin template   how to exclude admin template in excel sheet    public function export  filename    export xlsx           sch id     get  id         ob end clean        header  cache control  must revalidate  post check 0  pre check 0        header  accept ranges  bytes        header  content disposition  attachment  filename     basename  filename              header  content type  text plain       iso       header  expires      gmdate  d  d m y h i s       gmt        header  pragma  no cache          sql query    select                          cat title sch                       from                         jbt7r scholarships  as sch                     left join                         jbt7r categories as cat on cat id   sch category                     where                         sch id        sch id       database     jfactory  getdbo         csv save            database  setquery  sql query        rows     database  loadassoclist            table            table     table  tr  th scholarship name  th  th expire date  th  th category name  th  th description  th   tr         foreach   rows as  row             table      tr             table      td      row  name        td             table      td      row  expiredate        td             table      td      row  title        td             table      td      row  description        td             table       tr                table       table        echo  table     	
2015-02-19T14:10:47.027	8703	joomla-2.5^&^virtuemart^&^emails	vm3   how to edit the admin order confirmation e mail 	is there a way to edit the admin order confirmation e mail via vm  or do i need an extension  i have tried interamind s which we are waiting on a refund for   i am wanting to change the layout and maybe some of the text  if i need an extension  does anyone have any recommendations  	
2015-02-19T18:25:06.587	8706	jroute	compose url from its parts	is there a method to create url from different parameters   for example  from   id 1 option view task delete   to   index php id 1 option view task delete  	you can use php method http build query to generate url encoded query string   club all the different parameters in an array and pass it to this method   like   base url    index php     parameter   array  id    1                  option    view                  task    delete      base url    http build query  parameter     
2015-02-19T22:27:03.570	8708	joomla-3.x	unpublish  trash or delete buttons in the frontend	i want to create some of these buttons in the frontend list view  i added checkboxes to the table and used the using the jtoolbar class in the frontend tutorial to put save and cancel buttons  also added the unpublish button with   this  bar  appendbutton   frontend    unpublish    unpublish    articles unpublish   false      but can t make it work to unpublish articles  i put it in the same form as the table  so the action url is the same too  in my case    index php option com content view category id 8 itemid 116   it just redirects to the page without messages  error level is maximum      can t find how the admin unpublish button works  so maybe someone worked with these buttons     it looks like this   the new record button works  it uses this code    this  bar  appendbutton   standard    add    new record    article add   false     	
